index,company_name,date,ticker,cusip,reviews_url
3064,franklin covey co,1992-06-02T00:00:00.000000000,FC,353469109,https://www.glassdoor.com/Reviews/Franklin-Covey-Reviews-E2183.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3065,franklin electric co inc,None,None,None,https://www.glassdoor.com/Reviews/Franklin-Electric-Reviews-E1433.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3066,franklin financial svcs corp,None,None,None,https://www.glassdoor.com/Reviews/State-Farm-Reviews-E2990.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3067,franklin resources inc,None,None,None,https://www.glassdoor.com/Reviews/Franklin-Templeton-Investments-Reviews-E240744.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3068,franklin street properties,None,None,None,https://www.glassdoor.com/Reviews/Franklin-Street-Properties-Reviews-E38474.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3069,franklin wireless corp,1996-02-23T00:00:00.000000000,FKWL,355184102,https://www.glassdoor.com/Reviews/Franklin-Wireless-Reviews-E7432.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3070,franks intl nv,2013-08-09T00:00:00.000000000,FI,N33462107,https://www.glassdoor.com/Reviews/Frank-s-International-Reviews-E293007.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3071,freds inc,None,None,None,https://www.glassdoor.com/Reviews/Fred-s-Appliance-Reviews-E460964.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3072,freedom holding corp,None,None,None,https://www.glassdoor.com/Reviews/Freedom-Holding-Reviews-E5223749.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3073,freeportmcmoran inc,19880505,FCX,35671D857,https://www.glassdoor.com/Reviews/Freeport-McMoRan-Reviews-E266.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3074,freescale semiconductor ltd,2011-05-26T00:00:00.000000000,FSL,G3727Q101,https://www.glassdoor.com/Reviews/Freescale-Semiconductor-Reviews-E20881.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3075,freeseas inc,2005-12-16T00:00:00.000000000,FREEF,Y26496243,https://www.glassdoor.com/Reviews/FreeSeas-Reviews-E40491.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3076,freight technologies inc,2017-08-08T00:00:00.000000000,FRGT,G51413105,https://www.glassdoor.com/Reviews/YRC-Freight-Reviews-E14541.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3077,freightcar america inc,19921109,RAIL,357023100,https://www.glassdoor.com/Reviews/FreightCar-America-Reviews-E37959.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3078,frequency electronics inc,None,None,None,https://www.glassdoor.com/Reviews/Frequency-Electronics-Reviews-E868.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3079,frequency therapeutics inc,2019-10-03T00:00:00.000000000,FREQ,35803L108,https://www.glassdoor.com/Reviews/Frequency-Therapeutics-Reviews-E2944939.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3080,fresh del monte produce inc,1997-10-03T00:00:00.000000000,FDP,G36738105,https://www.glassdoor.com/Reviews/Fresh-Del-Monte-Produce-Reviews-E7377.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3081,fresh market inc,2010-11-05T00:00:00.000000000,TFM.1,35804H106,https://www.glassdoor.com/Reviews/The-Fresh-Market-Reviews-E33927.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3082,fresh vine wine inc,2021-12-14T00:00:00.000000000,VINE,35804X101,https://www.glassdoor.com/Reviews/Fresh-Vine-Wine-Reviews-E6549752.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3083,freshpet inc,2014-11-07T00:00:00.000000000,FRPT,358039105,https://www.glassdoor.com/Reviews/Freshpet-Reviews-E293518.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3084,freshworks inc,2021-09-22T00:00:00.000000000,FRSH,358054104,https://www.glassdoor.com/Reviews/Freshworks-Reviews-E1680273.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3085,friedman industries inc,None,None,None,https://www.glassdoor.com/Reviews/Friedman-Industries-Reviews-E869.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3086,friendfinder networks inc,2011-05-11T00:00:00.000000000,FFNTQ,358453306,https://www.glassdoor.com/Reviews/FriendFinder-Networks-Reviews-E195597.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3087,frischs restaurants inc,None,None,None,https://www.glassdoor.com/Reviews/Frisch-s-Big-Boy-Reviews-E871.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3088,front yard residential corp,None,None,None,https://www.glassdoor.com/Reviews/Front-Yard-Residential-Reviews-E5028687.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3089,frontdoor inc,2018-09-13T00:00:00.000000000,FTDR,35905A109,https://www.glassdoor.com/Reviews/Frontdoor-Reviews-E3107967.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3090,fronteer gold inc,None,None,None,https://www.glassdoor.com/Reviews/Newmont-Reviews-E479.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3091,fronteo inc,None,None,None,https://www.glassdoor.com/Reviews/FRONTEO-Reviews-E1458681.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3092,frontier airlines holdings,1994-05-20T00:00:00.000000000,FRNTQ,359059102,https://www.glassdoor.com/Reviews/Frontier-Airlines-Reviews-E5144.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3093,frontier oil corp,None,None,None,https://www.glassdoor.com/Reviews/Frontier-Oil-Reviews-E714.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3094,frontline ltd,None,None,None,https://www.glassdoor.com/Reviews/Frontline-Reviews-E8327.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3095,frp holdings inc,None,None,None,https://www.glassdoor.com/Reviews/FRP-Reviews-E493877.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3096,fs bancorp inc,2012-07-10T00:00:00.000000000,FSBW,30263Y104,https://www.glassdoor.com/Reviews/FS-Reviews-E1254072.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3097,fsb bancorp inc,2016-07-14T00:00:00.000000000,FSBC.2,30289C102,https://www.glassdoor.com/Reviews/Dollar-Bank-Reviews-E17239.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3098,fsi intl inc,1989-01-19T00:00:00.000000000,FSII.1,302633102,https://www.glassdoor.com/Reviews/FSI-International-Reviews-E1386.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3099,ftai aviation ltd,2015-05-15T00:00:00.000000000,FTAI,G3730V105,https://www.glassdoor.com/Reviews/FTAI-Aviation-Reviews-E4808403.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3100,ftc solar inc,2021-04-28T00:00:00.000000000,FTCI,30320C103,https://www.glassdoor.com/Reviews/FTC-Solar-Reviews-E3204641.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3101,fti consulting inc,1996-05-08T00:00:00.000000000,FCN,302941109,https://www.glassdoor.com/Reviews/FTI-Consulting-Reviews-E6069.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3102,fts international inc,2018-02-02T00:00:00.000000000,FTSI,30283W302,https://www.glassdoor.com/Reviews/FTS-International-Reviews-E505942.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3103,fubotv inc,20201008,FUBO,35953D104,https://www.glassdoor.com/Reviews/FuboTV-Reviews-E1006878.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3104,fuel systems solutions inc,19830304,FSYS,35952W103,https://www.glassdoor.com/Reviews/Easy-Fuel-Inc--Reviews-E240801.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3105,fuel tech inc,None,None,None,https://www.glassdoor.com/Reviews/Fuel-Tech-Reviews-E4857.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3106,fuelcell energy inc,1992-06-25T00:00:00.000000000,FCEL,35952H601,https://www.glassdoor.com/Reviews/FuelCell-Energy-Reviews-E4825.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3107,fulcrum therapeutics inc,2019-07-18T00:00:00.000000000,FULC,359616109,https://www.glassdoor.com/Reviews/Fulcrum-Therapeutics-Reviews-E1514188.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3108,fulgent genetics inc,2016-09-29T00:00:00.000000000,FLGT,359664109,https://www.glassdoor.com/Reviews/Fulgent-Reviews-E2019745.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3109,fuling global inc,2015-11-04T00:00:00.000000000,FORK,G3729B102,https://www.glassdoor.com/Reviews/Fuling-Plastic-USA-Reviews-E3434892.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3110,full circle capital corp,2010-09-01T00:00:00.000000000,FULL,359671104,https://www.glassdoor.com/Reviews/Full-Circle-Reviews-E643186.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3111,full house resorts inc,1993-08-10T00:00:00.000000000,FLL,359678109,https://www.glassdoor.com/Reviews/Full-House-Resorts-Reviews-E4858.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3112,fuller h b co,None,None,None,https://www.glassdoor.com/Reviews/H-B-Fuller-Reviews-E1463.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3113,fulton financial corp,None,None,None,https://www.glassdoor.com/Reviews/Fulton-Financial-Corporation-Reviews-E1436.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3114,fundtech ltd,1998-03-13T00:00:00.000000000,FNDT,M47095100,https://www.glassdoor.com/Reviews/Fundtech-Reviews-E8566.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3115,funko inc,2017-11-02T00:00:00.000000000,FNKO,361008105,https://www.glassdoor.com/Reviews/Funko-Reviews-E359615.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3116,funtalk china holdings ltd,None,None,None,https://www.glassdoor.com/Reviews/Funtalk-Reviews-E354624.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3117,fuqi international inc,2007-10-23T00:00:00.000000000,FUQI,36102A207,https://www.glassdoor.com/Reviews/Fuqi-International-Reviews-E42679.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3118,furiex pharmaceuticals inc,None,None,None,https://www.glassdoor.com/Reviews/Furiex-Reviews-E354607.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3119,furmanite corp,None,None,None,https://www.glassdoor.com/Reviews/Furmanite-Reviews-E371.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3120,furniture brands intl inc,None,None,None,https://www.glassdoor.com/Reviews/Grand-Furniture-Reviews-E1268952.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3121,fushi copperweld inc,None,None,None,https://www.glassdoor.com/Reviews/Fushi-Reviews-E229953.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3122,fusion telecommunications,2005-02-15T00:00:00.000000000,FSNN.1,36113B400,https://www.glassdoor.com/Reviews/Fusion-Connect-Reviews-E13032.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3123,future fintech group inc,None,None,None,https://www.glassdoor.com/Reviews/Future-FinTech-Group-Reviews-E8172334.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3124,futurefuel corp,19860501,FF,36116M106,https://www.glassdoor.com/Reviews/FutureFuel-Reviews-E354194.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3125,futuremedia plc,1993-08-19T00:00:00.000000000,FMDAY,360912406,https://www.glassdoor.com/Reviews/Futuremedia-Reviews-E3797.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3126,fuwei films holdings co,2006-12-19T00:00:00.000000000,FFHL,G3704F110,https://www.glassdoor.com/Reviews/Fuwei-Reviews-E42430.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3127,fx energy inc,1996-08-01T00:00:00.000000000,FXEN,302695101,https://www.glassdoor.com/Reviews/FX-Energy-Reviews-E6008.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3128,g b  t bancshares inc,1998-08-12T00:00:00.000000000,GBTB,361462104,https://www.glassdoor.com/Reviews/GB-T-Bancshares-Reviews-E9019.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3129,g city ltd,2011-12-14T00:00:00.000000000,GZTGF,M4793C102,https://www.glassdoor.com/Reviews/G-R-Infraprojects-Ltd-Reviews-E789818.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3130,g willifood international,1997-05-20T00:00:00.000000000,WILC,M52523103,https://www.glassdoor.com/Reviews/G-Willi-Food-Reviews-E7329.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3131,g1 therapeutics inc,2017-05-17T00:00:00.000000000,GTHX,3621LQ109,https://www.glassdoor.com/Reviews/G1-Therapeutics-Reviews-E2893505.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3132,gafisa sa,2007-03-16T00:00:00.000000000,GFASY,362607608,https://www.glassdoor.com/Reviews/Gafisa-Reviews-E42524.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3133,gaia inc,1999-10-29T00:00:00.000000000,GAIA,36269P104,https://www.glassdoor.com/Reviews/Gaia-Reviews-E1101975.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3134,gain capital holdings inc,2010-12-15T00:00:00.000000000,GCAP,36268W100,https://www.glassdoor.com/Reviews/GAIN-Capital-Reviews-E134569.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3135,gain therapeutics inc,2021-03-18T00:00:00.000000000,GANX,36269B105,https://www.glassdoor.com/Reviews/Gain-Therapeutics-Reviews-E4861713.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3136,gainsco inc,1986-11-06T00:00:00.000000000,GANS,363127309,https://www.glassdoor.com/Reviews/GAINSCO-Reviews-E873.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3137,galapagos nv,2005-05-06T00:00:00.000000000,GLPG,36315X101,https://www.glassdoor.com/Reviews/Galapagos-Reviews-E40280.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3138,galaxy energy corp,None,None,None,https://www.glassdoor.com/Reviews/Galaxy-Energy-Reviews-E37787.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3139,galectin therapeutics inc,19970728,GALT,363225202,https://www.glassdoor.com/Reviews/Galectin-Therapeutics-Reviews-E23961.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
3140,galecto inc,2020-10-29T00:00:00.000000000,GLTO,36322Q107,https://www.glassdoor.com/Reviews/Galecto-Reviews-E4627068.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
