index,company_name,date,ticker,cusip,reviews_url
1246,bridgford foods corp,None,None,None,https://www.glassdoor.com/Reviews/Bridgford-Foods-Reviews-E1193.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1247,briggs  stratton,None,None,None,https://www.glassdoor.com/Reviews/Briggs-Stratton-Reviews-E106.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1248,brigham exploration co,1997-05-08T00:00:00.000000000,BEXP,109178103,https://www.glassdoor.com/Reviews/Brigham-Exploration-Reviews-E6742.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1249,brigham minerals inc,2019-04-18T00:00:00.000000000,MNRL,10918L103,https://www.glassdoor.com/Reviews/Brigham-Minerals-Reviews-E2569269.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1250,bright scholar education,2017-05-18T00:00:00.000000000,BEDU,109199208,https://www.glassdoor.com/Reviews/Bright-Scholar-Education-Reviews-E2611362.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1251,brightcove inc,2012-02-17T00:00:00.000000000,BCOV,10921T101,https://www.glassdoor.com/Reviews/Brightcove-Reviews-E243562.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1252,brightpoint inc,1994-04-07T00:00:00.000000000,CELL,109473405,https://www.glassdoor.com/Reviews/Brightpoint-Reviews-E2638.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1253,brightspire capital inc,2018-02-01T00:00:00.000000000,BRSP,10949T109,https://www.glassdoor.com/Reviews/Brightspire-Reviews-E2578002.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1254,brightview holdings,2018-06-28T00:00:00.000000000,BV,10948C107,https://www.glassdoor.com/Reviews/BrightView-Reviews-E1416524.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1255,brigus gold corp,None,None,None,https://www.glassdoor.com/Reviews/Apollo-Gold-Reviews-E23091.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1256,brilliant acquisition,2020-06-24T00:00:00.000000000,BRLI,G1643W111,https://www.glassdoor.com/Reviews/Brilliant-Reviews-E737397.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1257,brilliant earth gp inc,2021-09-23T00:00:00.000000000,BRLT,109504100,https://www.glassdoor.com/Reviews/Brilliant-Earth-Reviews-E651942.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1258,brinker intl inc,None,None,None,https://www.glassdoor.com/Reviews/Brinker-International-Reviews-E148.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1259,brinks co,None,None,None,https://www.glassdoor.com/Reviews/Brink-s-Incorporated-Reviews-E8230.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1260,bristolmyers squibb co,None,None,None,https://www.glassdoor.com/Reviews/Bristol-Myers-Squibb-Reviews-E107.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1261,bristow group inc,None,None,None,https://www.glassdoor.com/Reviews/Bristow-Group-Inc-Reviews-E1724.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1262,brixmor property group inc,2013-10-30T00:00:00.000000000,BRX,11120U105,https://www.glassdoor.com/Reviews/Brixmor-Reviews-E482072.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1263,broadcom corp,1998-04-16T00:00:00.000000000,BRCM,111320107,https://www.glassdoor.com/Reviews/Broadcom-Reviews-E6926.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1264,broadcom inc,2009-08-06T00:00:00.000000000,AVGO,11135F101,https://www.glassdoor.com/Reviews/Broadcom-Reviews-E6926.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1265,broadsoft inc,2010-06-16T00:00:00.000000000,BSFT.1,11133B409,https://www.glassdoor.com/Reviews/BroadSoft-Reviews-E7392421.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1266,broadstone net lease inc,2020-09-17T00:00:00.000000000,BNL,1113500000000000041169354563626516509522710080730062859933756160882880094453304332691610182414650680023233505268447566352978972145421708822132164180864093089165694124414451765625624981811874765800805872173056,https://www.glassdoor.com/Reviews/Broadstone-Real-Estate-Reviews-E1699794.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1267,broadvision inc,1996-06-21T00:00:00.000000000,BVSN,111412706,https://www.glassdoor.com/Reviews/BroadVision-Reviews-E5929.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1268,broadwind inc,None,None,None,https://www.glassdoor.com/Reviews/Broadwind-Energy-Reviews-E406578.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1269,brooge energy ltd,None,None,None,https://www.glassdoor.com/Reviews/Brooge-Energy-Reviews-E7908662.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1270,brookdale senior living inc,2005-11-22T00:00:00.000000000,BKD,112463104,https://www.glassdoor.com/Reviews/Brookdale-Senior-Living-Inc-Reviews-E5617290.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1271,brooke capital corp,2007-08-30T00:00:00.000000000,BRKC,112497102,https://www.glassdoor.com/Reviews/Brooke-Capital-Corporation-Reviews-E194832.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1272,brooke corp,None,None,None,https://www.glassdoor.com/Reviews/Brooke-Corp-Reviews-E25014.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1273,brookfield corp,None,None,None,https://www.glassdoor.com/Reviews/BROOKFIELD-Reviews-E2519888.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1274,brookfield property reit,1993-04-08T00:00:00.000000000,BPYU,11282X103,https://www.glassdoor.com/Reviews/Brookfield-Properties-Reviews-E8707.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1275,brookfield reinsurance,2021-06-28T00:00:00.000000000,BNRE,G16250105,https://www.glassdoor.com/Reviews/BROOKFIELD-Reviews-E2519888.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1276,brookfield renewable corp,2020-07-24T00:00:00.000000000,BEPC,11284V105,https://www.glassdoor.com/Reviews/Brookfield-Renewable-Reviews-E22817.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1277,brookline bancorp inc,1998-03-25T00:00:00.000000000,BRKL,11373M107,https://www.glassdoor.com/Reviews/Brookline-Bancorp-Reviews-E7475.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1278,brooklyn federal bancorp,2005-04-06T00:00:00.000000000,BFSB,114039100,https://www.glassdoor.com/Reviews/Brooklyn-Federal-Bancorp-Reviews-E37930.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1279,brown  brown inc,None,None,None,https://www.glassdoor.com/Reviews/Brown-Brown-Insurance-Reviews-E2587.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1280,brown forman corp,None,None,None,https://www.glassdoor.com/Reviews/Brown-Forman-Reviews-E797.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1281,brp group inc,2019-10-24T00:00:00.000000000,BRP,05589G102,https://www.glassdoor.com/Reviews/BRP-GROUP-Reviews-E4811533.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1282,brp inc,2013-05-22T00:00:00.000000000,DOOO,05577W200,https://www.glassdoor.com/Reviews/BRP-Reviews-E314918.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1283,bruker corp,2000-08-04T00:00:00.000000000,BRKR,116794108,https://www.glassdoor.com/Reviews/Bruker-Reviews-E18125.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1284,brunswick corp,None,None,None,https://www.glassdoor.com/Reviews/Brunswick-Reviews-E111.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1285,bryn mawr bank corp,None,None,None,https://www.glassdoor.com/Reviews/Bryn-Mawr-School-Reviews-E263162.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1286,bsb bancorp inc,2011-10-05T00:00:00.000000000,BLMT,05573H108,https://www.glassdoor.com/Reviews/BSB-Design-Reviews-E722507.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1287,bsd medical corp,None,None,None,https://www.glassdoor.com/Reviews/BSD-Medical-Reviews-E25028.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1288,bsquare corp,1999-10-20T00:00:00.000000000,BSQR,11776U300,https://www.glassdoor.com/Reviews/Bsquare-Reviews-E9718.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1289,bt brands inc,2021-11-12T00:00:00.000000000,BTBD,0557MQ206,https://www.glassdoor.com/Reviews/Burger-Time-Reviews-E38406.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1290,bt group plc,None,None,None,https://www.glassdoor.com/Reviews/BT-Reviews-E3463.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1291,btcs inc,2021-09-14T00:00:00.000000000,BTCS,05581M404,https://www.glassdoor.com/Reviews/BTCS-Consultancy-Reviews-E7145456.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1292,btu international inc,1989-02-07T00:00:00.000000000,BTUI,56032105,https://www.glassdoor.com/Reviews/BTU-International-Reviews-E1161.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1293,buca inc,1999-04-21T00:00:00.000000000,BUCA,117769109,https://www.glassdoor.com/Reviews/BUCA-Reviews-E9120.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1294,buckeye gp holdings lp,2006-08-04T00:00:00.000000000,BGH.2,118167105,https://www.glassdoor.com/Reviews/Buckeye-Partners-Reviews-E113.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1295,buckeye partners lp,19861216,BPL,118230101,https://www.glassdoor.com/Reviews/Buckeye-Partners-Reviews-E113.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1296,buckeye technologies inc,None,None,None,https://www.glassdoor.com/Reviews/Buckeye-Technologies-Reviews-E5404.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1297,buckle inc,1992-05-06T00:00:00.000000000,BKE,118440106,https://www.glassdoor.com/Reviews/The-Buckle-Reviews-E2209.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1298,bucyrus international inc,2004-07-23T00:00:00.000000000,BUCY,118759109,https://www.glassdoor.com/Reviews/Imasen-Bucyrus-Technology-Reviews-E273426.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1299,buffalo wild wings inc,20031120,BWLD,119848109,https://www.glassdoor.com/Reviews/Buffalo-Wild-Wings-Reviews-E8370.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1300,buildabear workshop inc,2004-10-28T00:00:00.000000000,BBW,120076104,https://www.glassdoor.com/Reviews/Build-A-Bear-Reviews-E11048.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1301,builders firstsource,2005-06-22T00:00:00.000000000,BLDR,12008R107,https://www.glassdoor.com/Reviews/Builders-FirstSource-Reviews-E11189.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1302,bumble inc,2021-02-11T00:00:00.000000000,BMBL,12047B105,https://www.glassdoor.com/Reviews/Bumble-Reviews-E1161959.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1303,bunge ltd,20010802,BG,G16962105,https://www.glassdoor.com/Reviews/Bunge-Limited-Reviews-E9013.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1304,burcon nutrascience corp,1999-02-09T00:00:00.000000000,BRCNF,120831102,https://www.glassdoor.com/Reviews/Burcon-Reviews-E7147342.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1305,burford capital ltd,2020-10-19T00:00:00.000000000,BUR,G17977110,https://www.glassdoor.com/Reviews/Burford-Garden-Reviews-E2495573.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1306,burgerfi international inc,2018-03-14T00:00:00.000000000,BFI,12122L101,https://www.glassdoor.com/Reviews/BurgerFi-Reviews-E805746.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1307,burgundy tech acq corp,2020-08-27T00:00:00.000000000,BTAQ,G1702T116,https://www.glassdoor.com/Reviews/Easy-Cash-ASAP-Reviews-E1868855.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1308,burlington northern santa fe,None,None,None,https://www.glassdoor.com/Reviews/BNSF-Railway-Reviews-E18514.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1309,burlington stores inc,2013-10-02T00:00:00.000000000,BURL,122017106,https://www.glassdoor.com/Reviews/Burlington-Stores-Reviews-E114.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1310,business objects sa,1994-09-22T00:00:00.000000000,BOBJY,12328X107,https://www.glassdoor.com/Reviews/SAP-Business-Objects-Reviews-E4113.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1311,butterfly network inc,None,None,None,https://www.glassdoor.com/Reviews/Butterfly-Network-Reviews-E1191843.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1312,buzzfeed inc,2021-01-12T00:00:00.000000000,BZFD,12430A102,https://www.glassdoor.com/Reviews/BuzzFeed-Reviews-E496875.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1313,bway intermediate,2007-06-13T00:00:00.000000000,0044A,12499P008,https://www.glassdoor.com/Reviews/Brainsway-Reviews-E2569255.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1314,bwx technologies inc,None,None,None,https://www.glassdoor.com/Reviews/BWX-Technologies-Reviews-E186771.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1315,byline bancorp inc,2017-06-30T00:00:00.000000000,BY,124411109,https://www.glassdoor.com/Reviews/Byline-Bank-Reviews-E1013529.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1316,byrna technologies inc,2021-05-05T00:00:00.000000000,BYRN,12448X201,https://www.glassdoor.com/Reviews/Byrna-Technologies-Reviews-E4497973.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1317,c h robinson worldwide inc,1997-10-15T00:00:00.000000000,CHRW,12541W209,https://www.glassdoor.com/Reviews/C-H-Robinson-Reviews-E7124.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1318,c1 financial inc,2014-08-14T00:00:00.000000000,BNK,12591N109,https://www.glassdoor.com/Reviews/C1-Consulting-Reviews-E309635.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1319,c4 therapeutics inc,2020-10-02T00:00:00.000000000,CCCC,12529R107,https://www.glassdoor.com/Reviews/C4-Therapeutics-Reviews-E1425475.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1320,ca inc,None,None,None,https://www.glassdoor.com/Reviews/C-A-Reviews-E12195.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
1321,cabaletta bio inc,2019-10-25T00:00:00.000000000,CABA,12674W109,https://www.glassdoor.com/Reviews/Cabaletta-Bio-Reviews-E3106730.htm?filter.defaultEmploymentStatuses=false&filter.defaultLocation=false&filter.employmentStatus=FREELANCE&filter.employmentStatus=PART_TIME&filter.employmentStatus=CONTRACT&filter.employmentStatus=INTERN&filter.employmentStatus=REGULAR
